"id","gender","a0p","a1p","a2p","a3p","a4p","a5p","a6p","a7p","a8p","a9p","a10p","a100p","q1p","q2p","q3p","q4p","q5p","q6p","q7p","q8p","q9p","q10p","q11p","q12p","q13p","q14p","q15p","q16p","q17p","q18p","a0t","a1t","a2t","a3t","a4t","a5t","a6t","a7t","a8t","a9t","a10t","a100t","q1p","q2p","q3p","q4p","q5p","q6p","q7p","q8p","q9p","q10p","q11p","q12p","q13p","q14p","q15p","q16p","q17p","q18p","q1t1","q1t2","q1t3","q2t","q3t","q4t1","q4t2","q5t","q6t1","q6t2","q7t","q8t","q9t","q10t","q11t1","q11t2","q12t","q13t","q14t1","q14t2","q15t1","q15t2","q16t1","q16t2","q17t1","q17t2","q18t1","q18t2"
"169","m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"177","m","0","1","1","1","0","1","0","0","1","0","1","1","0","0","0","1","1","0","0","1","1","0","0","0","1","0","1","0","0","0","0","1","2","2","2","2","0","2","2","2","2","2","0","0","0","1","1","0","0","1","1","0","0","0","1","0","1","0","0","0","4","3","2","2","2","3","2","2","4","2","4","3","3","2","4","2","0","2","4","2","3","2","3","4","3","2","4","2"
"180","f","0","1","0","1","1","1","1","0","0","0","1","0","1","1","1","1","1","1","0","1","0","0","0","1","0","0","0","1","0","1","2","2","2","2","2","1","2","1","2","0","2","2","1","1","1","1","1","1","0","1","0","0","0","1","0","0","0","1","0","1","4","3","2","1","2","3","2","2","3","2","0","3","0","0","3","2","2","2","3","2","3","2","3","2","3","2","3","1"
"183","m",NULL,"1","0","0","0","1","0","0","1",NULL,"1","0",NULL,NULL,"0",NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","4","0","2","4","0","2","2",NULL,"0","2",NULL,NULL,"0",NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,"4",NULL,NULL,NULL,"3",NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"188","f",NULL,"1","0","1","0","1","1","0","1","1","1","1","1","0",NULL,"0","1","1","1","0",NULL,NULL,NULL,"1","1","1","1","0","1",NULL,NULL,"1","4","1","1","1","1","1","1","3","1","3","1","0",NULL,"0","1","1","1","0",NULL,NULL,NULL,"1","1","1","1","0","1",NULL,"4","3","1","1",NULL,"3","2","2","3","1","1","1",NULL,NULL,NULL,NULL,"1","1","3","2","3","1","0","0","3","2",NULL,NULL
"189","m","1","1","1",NULL,NULL,NULL,"0","0",NULL,NULL,"0","1","0",NULL,"1","0","1","0",NULL,"0",NULL,NULL,NULL,"0","1","0",NULL,"1","1",NULL,"2","2","2",NULL,NULL,NULL,"3","3",NULL,NULL,"2","2","0",NULL,"1","0","1","0",NULL,"0",NULL,NULL,NULL,"0","1","0",NULL,"1","1",NULL,"2","2","3",NULL,"2","4","2","2","3","2",NULL,"2",NULL,NULL,NULL,NULL,"0","2","1","4",NULL,NULL,"1","3","2","3",NULL,NULL
"190","m","1","1","0","1","1","1","1","0","1","1","0","0","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","4","3","1","1","1","3","4","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","4","1","2","2","1","0","2","1","1","3","4","1","2","1","0","0","4","3","2","2","2","3","1","3","1","3"
"191","f","0","1","1","1","0","0","1","0","0","0","0","1","1","1","1","0","1","0","1","0","0","0","1","1","1","1","1","0","0","0","3","4","4","4","4","3","2","4","2","3","4","4","1","1","1","0","1","0","1","0","0","0","1","1","1","1","1","0","0","0","2","2","2","3","2","3","1","4","3","1","2","0","0","3","3","2","1","2","3","2","3","1","3","2","3","2","3","1"
"193","m","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","2","1","4","2","4","3","4","1","1","3","2","2","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","4","3","1","4","2","3","1","4","3","4","4","3","3","3","2","3","1","2","2","3","3","1","2","4","2","4","2","4"
"194","f","0","1","1","1","1","1","1","1","1","1","1","1","1",NULL,NULL,NULL,"0","1","1","1","0","0","0","1","0",NULL,"1","1","0","1","0","1","1","1","1","3","1","1","1","3","1","1","1",NULL,NULL,NULL,"0","1","1","1","0","0","0","1","0",NULL,"1","1","0","1","4","3","2",NULL,NULL,NULL,NULL,"0","3","1","1","3","1","0","3","1","1","4",NULL,NULL,"3","1","2","3","2","4","2","4"
"198","f","0","1","1","1","1","0","0","1","1","0","1","0","0","1","1","1","1","0","1","0","1","0","0","0","1","0","1","1","1","1","1","2","2","1","4","4","0","1","4","2","0","0","0","1","1","1","1","0","1","0","1","0","0","0","1","0","1","1","1","1","2","2","1","1","2","2","1","2","2","1","2","0","1","2","2","3","0","2","2","3","3","1","2","3","2","4","2","3"
"200","m",NULL,"0","1","1","1","0","0",NULL,NULL,NULL,"0",NULL,"0","1",NULL,NULL,"0","1","0","0",NULL,"0",NULL,"0","1",NULL,NULL,NULL,"0",NULL,NULL,"0","2","4","2","4","3",NULL,NULL,NULL,"0",NULL,"0","1",NULL,NULL,"0","1","0","0",NULL,"0",NULL,"0","1",NULL,NULL,NULL,"0",NULL,"4","3","1","2",NULL,NULL,NULL,"4","3","1","0","0",NULL,"2",NULL,NULL,"2","2",NULL,NULL,NULL,NULL,NULL,NULL,"2","3",NULL,NULL
"337","m","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","4","1","4","1","1","3","1","1","2","2","3","4","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","4","3","4","3","2","1","3","0","3","2","4","2","3","2","2","3","1","4","4","3","1","3","1","3","1","3","2","3"
"339","f","1","1","0","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","2","1","1","1","1","2","0","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","2","2","3","3","2","2","3","2","1","3","1","1","2","3","2","3","2","2","1","3","1","3","1","3","1","3","1","3"
"340","m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"341","m","1","1","0","1","1","0",NULL,NULL,"1","0","0","1","1","0","0","0","1","0","0","1","1","1","0","0","1","0","1","0",NULL,NULL,"2","0","2","2","4","0",NULL,NULL,"3","2","2","2","1","0","0","0","1","0","0","1","1","1","0","0","1","0","1","0",NULL,NULL,"2","2","4","2","2","3","2","2","4","2","4","3","3","3","1","3","0","2","1","3","3","1","3","4",NULL,NULL,NULL,NULL
"344","f","0","1","0","1","0","0","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","2","0","1","4","3","2","2","2","2","4","2","1","1","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","4","3","2","1","1","3","2","4","3","2","1","1","3","0","3","2","1","3","3","2","3","1","3","1","3","1","3","2"
"345","m","0","0","0","0",NULL,"0",NULL,"0",NULL,"0","0",NULL,"0",NULL,NULL,"0","1","0",NULL,"0","1","0",NULL,"0","0",NULL,NULL,NULL,NULL,NULL,"0","0","0","0",NULL,"0",NULL,"0",NULL,"0","0",NULL,"0",NULL,NULL,"0","1","0",NULL,"0","1","0",NULL,"0","0",NULL,NULL,NULL,NULL,NULL,"4","3","4",NULL,NULL,"4","1","2","3","4",NULL,"3","4","3",NULL,NULL,"0","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"346","m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"347","m","1","0","0","1","1","0",NULL,"0","1","0","0",NULL,"0","0","0",NULL,"0","0","0","0",NULL,"0",NULL,"1","0",NULL,"1","0",NULL,"0","4","4","4","4","4","0",NULL,"2","3","0","4",NULL,"0","0","0",NULL,"0","0","0","0",NULL,"0",NULL,"1","0",NULL,"1","0",NULL,"0","2","3","1","4","4",NULL,NULL,"4","3","2","4","4",NULL,"4",NULL,NULL,"2","4",NULL,NULL,"3","1","3","2",NULL,NULL,"3","1"
"348","m","1","1","0","1","1","1","1","0","1","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","1","2","1","2","3","2","2","1","3","2","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"349","m","0","0","0","0","1","1",NULL,"0",NULL,NULL,"0","1","0",NULL,NULL,NULL,"1","0",NULL,"0",NULL,"0",NULL,"0","1","1","1","1","1","0","0","3","0","4","4","2",NULL,"4",NULL,NULL,"0","3","0",NULL,NULL,NULL,"1","0",NULL,"0",NULL,"0",NULL,"0","1","1","1","1","1","0","3","3","1",NULL,NULL,NULL,NULL,"2","3","1",NULL,"0",NULL,"0",NULL,NULL,"0","2","3","2","1","3","1","4","1","4","2","4"
"351","f","0","1","1","1","1","0","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","2","0","0","2","4","0","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","4","3","2","0","1","3","1","0","3","1","0","3","0","3","3","1","0","2","3","2","4","1","3","2","0","0","3","2"
"352","m","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","4","1","4","3","4","1","1","0","2","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","4","3","1","1","2","3","1","2","0","0","0","1","3","4","2","3","0","2","2","3","3","2","2","4","3","2","1","4"
"354","f","1","1","1","1",NULL,"1","1",NULL,NULL,NULL,NULL,NULL,"1","0",NULL,"0","0","0","1","1",NULL,"1","0","0","1","0","1","0","0","0","1","1","4","4",NULL,"3","4",NULL,NULL,NULL,NULL,NULL,"1","0",NULL,"0","0","0","1","1",NULL,"1","0","0","1","0","1","0","0","0","1","3","1","4",NULL,"3","1","1","3","1","1","3",NULL,"4","3","2","0","0","3","2","3","1","3","2","3","2","3","2"
"355","f","0","1","0","1","0","1","0","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","1","0","2","4","2","4","3","4","2","4","0","4","3","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","3","2","4","0","3","2","4","3","2","4","0","2","3","3","2","0","4","1","2","3","2","3","2","3","2","3","2"
"356","m","0","0","1","1","0",NULL,"0",NULL,"0",NULL,"0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","2","2","2",NULL,"0",NULL,"2",NULL,"2","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","2","2","2","4","2","2","3","2","2","2","2","3","3","2","2","2","3","2","3","1","2","1","2","1","2","4"
"358","m","0","1","0","1","0",NULL,"1",NULL,"1","1","0","1","1","0","0","1","0","1","0","0","1","1","0","1","0","0","1","0","0","0","0","4","4","4","4",NULL,"4",NULL,"2","3","4","4","1","0","0","1","0","1","0","0","1","1","0","1","0","0","1","0","0","0","2","1","3","4","0","1","3","4","1","3","4","4","3","3","2","3","4","4","1","3","2","3","3","2","2","3","3","2"
"360","m",NULL,"1","0","0","0",NULL,NULL,NULL,NULL,"0","0","0","0",NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,"0","0",NULL,NULL,NULL,NULL,NULL,NULL,"1","1","1","0",NULL,NULL,NULL,NULL,"1","0","0","0",NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,"0","0",NULL,NULL,NULL,NULL,NULL,"2","3","1",NULL,NULL,NULL,NULL,NULL,"3","1",NULL,NULL,NULL,NULL,NULL,NULL,"0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"362","m","1","0","0","1","0","0","0","0","0","1","0","0","1","1","1","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","4","4","4","4","4","4","4","4","4","1","1","1","1","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","3","3","1","1","1","3","1","4","3","2","4","0","3","3","3","2","0","2","3","2","3","1","2","4","3","4","1","4"
"363","m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"364","m","0","1","0","0","0","0",NULL,"0",NULL,NULL,"1","1","0","0","1","0","1","0","1","0","1","1","0","0","0","1","0","0","0","0","3","1","4","1","2","3",NULL,"0",NULL,NULL,"4","2","0","0","1","0","1","0","1","0","1","1","0","0","0","1","0","0","0","0","4","1","3","3","2","3","1","2","3","1","2","2","2","2","3","2","0","2","3","2","0","0","3","2","3","1","3","2"
"365","f","1","1","0","1","0","1","1","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","1","1","1","1","1","3","1","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","1","3","1","1","1","1","3","2","1","3","1","2","2","2","1","3","2","4","1","3","2","3","2","3","1","3","1","3"
"366","f","1","1","1","1",NULL,"0",NULL,"0","1","0","0","1","1","1","1",NULL,"0","1","0","0","1","1",NULL,"1","1","1","1",NULL,NULL,NULL,"1","4","4","4",NULL,"1",NULL,"4","3","4","2","3","1","1","1",NULL,"0","1","0","0","1","1",NULL,"1","1","1","1",NULL,NULL,NULL,"1","1","4","1","1",NULL,NULL,"2","2","3","4","0","4","4",NULL,NULL,"1","4","2","3","4","2",NULL,NULL,NULL,NULL,NULL,NULL
"367","m","1",NULL,"1","0",NULL,NULL,NULL,"0",NULL,"0","0","1","0","0",NULL,NULL,"0","0",NULL,"0","0","0",NULL,"0","0",NULL,NULL,NULL,NULL,NULL,"1",NULL,"1","1",NULL,NULL,NULL,"0",NULL,"1","2","1","0","0",NULL,NULL,"0","0",NULL,"0","0","0",NULL,"0","0",NULL,NULL,NULL,NULL,NULL,"1","1","1","1",NULL,NULL,NULL,"1","0","0",NULL,"1","1","1",NULL,NULL,"1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"368","f",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"369","f","1","1","1","1","0","1","1","0","1","0","1","1","0","0","0","0","0","0","1","1","1","1","1","0","0","1","1","1","1","0","2","1","1","1","2","3","1","1","3","1","2","1","0","0","0","0","0","0","1","1","1","1","1","0","0","1","1","1","1","0","4","3","1","1","1","3","1","4","3","1","4","1","4","3","3","1","0","4","3","1","3","1","3","1","3","1","3","1"
"370","f","1","1","0","0","1","0","0","1","1","1","0","1","1","0","0","1","0","1","1","0","0","1","0","1","0","0","1","0","1","0","1","1","1","3","4","1","0","1","1","3","4","3","1","0","0","1","0","1","1","0","0","1","0","1","0","0","1","0","1","0","4","3","1","1","1","3","1","1","3","1","1","0","3","1","3","2","1","2","3","1","3","1","2","1","3","4","3","4"
"371","f","0","0","0","1","1","1","1","0","1","0","1","0","0","1","0",NULL,"1","0",NULL,"0",NULL,"0",NULL,"0","1","0","1",NULL,"0","0","0","1","4","1","4","1","4","1","3","3","4","0","0","1","0",NULL,"1","0",NULL,"0",NULL,"0",NULL,"0","1","0","1",NULL,"0","0","4","3","1","1","0",NULL,NULL,"4","3","1",NULL,"0",NULL,"4",NULL,NULL,"1","2","2","3","2","3",NULL,NULL,"2","3","2","3"
"372","m","1","1","0","1","1","1","1","0","1","1","1","1","0","1",NULL,NULL,"0","0",NULL,"1","1","0",NULL,"0","1","1","1","1","1","0","4","3","2","2","4","3","2","2","2","4","4","2","0","1",NULL,NULL,"0","0",NULL,"1","1","0",NULL,"0","1","1","1","1","1","0","1","1","2","1",NULL,NULL,NULL,"2","3","2",NULL,"2","2","3",NULL,NULL,"0","2","3","2","3","2","3","2","3","2","3","2"
"373","f","0","1","1","1","0","0","0","1","1","0","0","1","1","0","1","1","0","1","1","0","1","1",NULL,"1","0","1",NULL,"0","0","1","1","1","1","1","0","1","1","1","1","1","4","2","1","0","1","1","0","1","1","0","1","1",NULL,"1","0","1",NULL,"0","0","1","3","1","1","1","1","3","1","4","3","1","1","0","2","1",NULL,NULL,"1","0","3","1",NULL,NULL,"3","1","2","1","1","4"
"374","m","0","1","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","3","4","4","3","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"375","m","1",NULL,"1","1",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"1","1","0",NULL,"0","1","0","1","0","1","0","0","1","1","1","1","1","0","2",NULL,"2","2",NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"1","1","0",NULL,"0","1","0","1","0","1","0","0","1","1","1","1","1","0","2","1","1","4","2",NULL,NULL,"2","2","3","0","3","2","3","2","3","0","2","1","3","3","2","1","1","3","2","3","2"
"376","m","1","1","1","1","1","1","0","0","1","0","0","1","0","1","1","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","4","4","4","4","3","4","4","4","3","4","2","0","1","1","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","4","3","1","3","2","3","1","2","3","1","2","0","0","0","3","4","2","1","3","2","3","4","0","0","3","4","3","4"
"377","m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"378","m","0","1","0","1","0","0","1","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","1","0","1","4","2","0","2","2","2","2","3","1","2","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","1","1","3","2","4","0","3","2","4","3","2","1","1","0","0","3","2","1","4","1","3","3","4","1","4","1","4","1","4"
"380","m","1","1","0","1","1","0","1","1","1","0","1","0","1",NULL,"1",NULL,"1","1",NULL,"0","1",NULL,NULL,"1","0","1",NULL,NULL,NULL,NULL,"1","2","1","1","4","0","2","1","2","1","2","0","1",NULL,"1",NULL,"1","1",NULL,"0","1",NULL,NULL,"1","0","1",NULL,NULL,NULL,NULL,"4","3","2",NULL,"2",NULL,NULL,"2","3","2",NULL,"3","3",NULL,NULL,NULL,"2","2","3","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"381","m","1","1","1","1","0","1","1",NULL,"1",NULL,"0","0","1",NULL,NULL,NULL,"1","1",NULL,"0",NULL,NULL,NULL,"0","0","1",NULL,NULL,NULL,NULL,"1","1","4","4","0","3","4",NULL,"4",NULL,"0","3","1",NULL,NULL,NULL,"1","1",NULL,"0",NULL,NULL,NULL,"0","0","1",NULL,NULL,NULL,NULL,"1","1","4",NULL,NULL,NULL,NULL,"4","2","3",NULL,"3",NULL,NULL,NULL,NULL,"0","1","3","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"382","m","0","1","0","1","1","0","1","1","1","0","0","1","0","1","0",NULL,"0","0",NULL,"1","1","1",NULL,"1","0","0",NULL,NULL,"0",NULL,"0","2","3","1","4","3","4","1","1","3","2","3","0","1","0",NULL,"0","0",NULL,"1","1","1",NULL,"1","0","0",NULL,NULL,"0",NULL,"4","3","2","4","0",NULL,NULL,"0","1","3",NULL,"3","3","4",NULL,NULL,"4","4","1","3",NULL,NULL,NULL,NULL,"0","0",NULL,NULL
"383","m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"384","m","0","0","1","1","0","1","1","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","0","1","1","0","1","0","2","2","2","2","2","2","2","2","3","2","2","0","1","0","0","0","0","1","1","0","0","0","1","0","0","1","1","0","1","4","3","1","1","0","3","1","1","3","1","1","1","0","0","0","0","1","1","3","1","3","1","2","1","3","1","3","1"
"385","m","1","1","0","1",NULL,NULL,"1",NULL,"1",NULL,"1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","1","0","4",NULL,NULL,"2",NULL,"4",NULL,"4","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","3","2","4","0","4","2","0","1","3","4","3","0","0","0","0","1","1","2","3","0","0","2","3","2","3","2","3"
"386","m","0","1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,"1","1","1",NULL,NULL,"1","1","1","0","0","0","1","0","0","1",NULL,"0",NULL,NULL,NULL,"1","1",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,"1","3","1",NULL,NULL,"1","1","1","0","0","0","1","0","0","1",NULL,"0",NULL,NULL,NULL,"4","3","2",NULL,NULL,"3","1","2","3","2","2","2","0","3","3","2","0","2",NULL,NULL,"3","1",NULL,NULL,NULL,NULL,NULL,NULL
"387","f","0","1",NULL,"0",NULL,NULL,NULL,NULL,"0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0","0","0",NULL,"0","0","1",NULL,NULL,NULL,NULL,"1","1",NULL,"1",NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0","0","0",NULL,"0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"0","0","0",NULL,NULL,"1","0","2","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"388","m","0","0","0","1","0","0","1","0","1","0","1","1","0","0","1","0","0","0",NULL,"1","1",NULL,"1","0","0",NULL,"1","0","0","0","2","2","2","2","0","0","2","4","3","0","2","2","0","0","1","0","0","0",NULL,"1","1",NULL,"1","0","0",NULL,"1","0","0","0","1","3","4","2","2","1","3","0","3","2",NULL,"3","3",NULL,"1","4","0","2",NULL,NULL,"3","2","1","3","1","4","2","3"
"389","f","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0","1","1","1","0","1","1","1","1","1","0","1","1","0","0","1","1","1","1","1","3","1","1","2","1","1","1","1","1","0","0","1","1","1","0","1","1","1","1","1","0","1","1","0","0","4","3","1","1","1","3","2","1","3","2","1","0","1","1","3","2","1","1","3","2","3","1","3","2","1","1","0","0"
